Dagsetning,Land,Fjöldi sem nýtur tímabundinnar verndar,Nýjar veitingar á tímabundinni vernd,Nýir umsækjendur um hæli,Umsækjendur um hæli í bið eftir niðurstöðu,Ákvarðanir teknar um hæli,Einstaklingum veitt hæli,Hlutfall jákvæðra ákvarðana
2023-05-01,Danmörk,9246.43998981976,213.17817798311472,47.08229697786583,405.4308906427336,38.944616018728524,27.4646732370884,0.7047979797979798
2023-06-01,Danmörk,9324.910484782871,175.25077208427837,49.697980143302814,405.4308906427336,38.65398455590219,26.156831654369906,0.6762626262626262
2023-07-01,Danmörk,9404.6888213287,109.8586929483536,47.08229697786583,423.7406728007925,38.36335309307586,24.848990071651407,0.6477272727272727
2023-08-01,Danmörk,9649.255197297058,249.79774229923257,62.77639597048777,419.81714805263704,33.71324968785454,19.036360815124766,0.5330086580086579
2023-09-01,Danmörk,9797.041296144247,150.40178201262694,45.774455395147335,410.6622569736075,29.063146282633234,13.22373155859812,0.41829004329004327
2023-10-01,Danmörk,9352.37515801996,166.09588100524888,56.23718805689529,413.27794013904446,24.41304287741191,7.411102302071472,0.30357142857142855
2023-11-01,Danmörk,9436.077019313943,159.55667309165642,51.00582172602132,398.891682729141,30.225672133938552,12.642468632945453,0.3864087301587301
2023-12-01,Danmörk,9489.698524205402,112.47437611379058,40.54308906427335,381.8897421538006,36.0383013904652,17.873834963819434,0.46924603174603174
2024-01-01,Danmörk,9585.170959743853,150.40178201262694,58.85287122233229,392.3524748155486,41.85093064699185,23.105201294693416,0.5520833333333334
2024-02-01,Danmörk,9715.955118015701,154.32530676078244,41.85093064699185,384.5054253192376,39.38056321296803,20.198886666430095,0.5072960618846695
2024-03-01,Danmörk,8308.7175750106,190.9448710769003,39.23524748155486,375.35053424020816,36.9101957789442,17.29257203816677,0.4625087904360057
2024-04-01,Danmörk,8490.507555008471,180.48213841515235,48.39013856058432,385.81326690195607,34.43982834492037,14.386257409903449,0.4177215189873418
2024-05-01,Danmörk,8639.60149543838,150.40178201262694,39.23524748155486,384.5054253192376,NA,NA,NA
2024-06-01,Danmörk,8916.863910974702,277.262415536321,43.158772229710344,389.7367916501116,NA,NA,NA
2024-07-01,Danmörk,9170.58517802209,256.33695021282506,45.774455395147335,398.891682729141,NA,NA,NA
2024-08-01,Danmörk,9368.069257012581,196.1762374077743,41.85093064699185,400.19952431185953,NA,NA,NA
2024-09-01,Danmörk,9667.564979455115,300.8035640252539,57.545029639613794,NA,NA,NA,NA
2024-10-01,Danmörk,NA,NA,NA,NA,NA,NA,NA
2022-03-01,Þýskaland,NA,NA,433.6279828521568,6637.96046891005,406.88892542149495,263.94807873619663,0.6435562812293392
2022-04-01,Þýskaland,NA,NA,356.36152104910406,6542.736826131493,430.171436279407,296.1670270748764,0.6884860362567369
2022-05-01,Þýskaland,NA,NA,400.49571936214073,6382.260328540536,442.46606331662673,301.2534899177033,0.6812530253745274
2022-06-01,Þýskaland,NA,NA,376.9743414646484,6198.00953501018,454.76069035384637,306.33995276053014,0.6740200144923179
2022-07-01,Þýskaland,NA,NA,408.58909670321333,6068.894874615881,467.0553173910661,311.4264156033571,0.6667870036101083
2022-08-01,Þýskaland,17702.618966323964,1605.7766480771907,487.62598479962566,6000.60700330058,446.9764350639953,299.5533186359849,0.6705116134315031
2022-09-01,Þýskaland,20582.849627578184,1345.0181468695068,556.2932331777888,6007.4357904321105,426.8975527369244,287.6802216686127,0.674236223252898
2022-10-01,Þýskaland,22104.151649657928,969.0554775724926,684.7755984673166,6202.941436827396,406.8186704098537,275.8071247012406,0.6779608330742928
2022-11-01,Þýskaland,23563.362292449132,939.5905256901501,822.2365542445971,6515.548136626326,422.2607219686017,281.7788006907473,0.6680359042200712
2022-12-01,Þýskaland,24478.419768074156,648.3554004324899,720.68996041832645,6766.189916157669,437.7027735273496,287.75047668025394,0.6581109753658495
2023-01-01,Þýskaland,25420.665933204345,726.6335344031767,829.9505545228068,7051.102090367617,453.14482508609757,293.7221526697607,0.6481860465116279
2023-02-01,Þýskaland,26171.32668158883,645.5733019714961,701.7211072751875,7258.747802774511,446.5268029894913,290.6590341622019,0.6510169194210217
2023-03-01,Þýskaland,27009.244154431755,750.4078303425775,733.9681576185237,7376.86052834579,439.908780892885,287.59591565464325,0.6538477923304156
2023-04-01,Þýskaland,27577.93037166306,520.2524122058247,573.6181190485223,7471.831253082438,433.29075879627874,284.53279714708447,0.6566786652398093
2023-05-01,Þýskaland,28118.16330917966,547.3146426900363,634.5713671484755,7597.910896973836,440.99070807216043,282.8466768676944,0.6419051081279158
2023-06-01,Þýskaland,28670.536312707867,540.2329375165978,660.4954664440988,7649.632636544128,448.6906573480419,281.16055658830425,0.6271315510160221
2023-07-01,Þýskaland,29187.627249389836,522.6551336039556,673.6472046233418,7823.893167419098,456.3906066239235,279.4744363089141,0.6123579939041286
2023-08-01,Þýskaland,29740.25317095995,550.3496591929385,789.9895039012608,8058.474651289249,467.7578675074787,280.4720574742199,0.6002003905734181
2023-09-01,Þýskaland,30226.23518848717,489.14349305107686,791.0011760688949,8328.33820200564,479.1251283910337,281.46967863952574,0.5880427872427078
2023-10-01,Þýskaland,30744.084879294864,528.3457895468973,900.3882291943296,8709.106314098915,490.4923892745889,282.46729980483155,0.5758851839119973
2023-11-01,Þýskaland,31264.96958660546,515.0675923467,967.6644283419957,9069.388064797602,508.51982526173504,292.7807355137679,0.5757597693814842
2023-12-01,Þýskaland,31651.55481366263,351.6825372737964,616.3612681310622,9276.022105036864,526.5472612488811,303.0941712227042,0.5756343548509713
2024-01-01,Þýskaland,32130.834503079277,421.8672939034106,767.3533391504483,9419.426634798992,544.5746972360273,313.40760693164043,0.5755089403204582
2024-02-01,Þýskaland,32547.516977123563,405.1747031374483,582.3437914943662,9393.755453545278,543.8159431103019,312.03060870347184,0.5737749717436297
2024-03-01,Þýskaland,32932.45823690833,379.7564399256421,503.1804443769996,9324.582369083299,543.0571889845762,310.6536104753033,0.5720410031668013
2024-04-01,Þýskaland,33349.89946507834,348.5210617499399,515.1940513676543,9230.876234556192,542.2984348588507,309.27661224713466,0.5703070345899728
2024-05-01,Þýskaland,33711.192887944664,296.6728631586934,496.0987392035611,9194.076659458502,529.2872067028901,294.95864087464673,0.5566013728659399
2024-06-01,Þýskaland,34091.075786891255,325.3790609153104,460.94313137827686,9132.111739190916,516.2759785469297,280.6406695021589,0.542895711141907
2024-07-01,Þýskaland,28095.780062470756,373.55994789888337,507.85942815230726,9079.251868432033,503.26475039096914,266.3226981296711,0.5291900494178742
2024-08-01,Þýskaland,28392.705843671356,378.87122677896224,502.6746082931826,9082.792721018754,NA,NA,NA
2024-09-01,Þýskaland,28570.12785007019,329.0463725229839,495.2135260568813,9085.448360458793,NA,NA,NA
2024-10-01,Þýskaland,28858.327958824942,367.1105378302161,543.7737901033171,NA,NA,NA,NA
2022-03-01,Eistland,37895.00257938468,38375.20717398224,178.3617065648084,219.5221003874565,25.91580351796361,12.19567224374758,0.5079365079365079
2022-04-01,Eistland,61178.06535172928,24764.836949959936,96.04091891951221,260.6824942101046,32.0136396398374,13.720131274216032,0.42857142857142855
2022-05-01,Eistland,70974.23908151952,9357.129529015334,82.32078764529618,315.56301930696867,35.062557700774306,15.24459030468448,0.43386243386243384
2022-06-01,Eistland,76873.89552943243,6777.744849462719,82.32078764529618,370.4435444038328,38.1114757617112,16.769049335152925,0.43915343915343913
2022-07-01,Eistland,81579.90055648852,7189.3487876891995,54.880525096864126,411.6039382264809,41.16039382264809,18.293508365621374,0.4444444444444444
2022-08-01,Eistland,87932.32133645054,7065.867606221256,54.880525096864126,397.88380695226493,41.16039382264809,18.293508365621374,0.4444444444444444
2022-09-01,Eistland,93365.49332104008,6585.663011623695,123.48118146794428,439.044200774913,41.16039382264809,18.293508365621374,0.4444444444444444
2022-10-01,Eistland,98784.94517435542,6393.581173784671,82.32078764529618,439.044200774913,41.16039382264809,18.293508365621374,0.4444444444444444
2022-11-01,Eistland,102777.50337515229,5131.329096556796,82.32078764529618,411.6039382264809,42.68485285311654,21.34242642655827,0.49629629629629635
2022-12-01,Eistland,105329.44779215647,3251.6711119891997,41.16039382264809,411.6039382264809,44.20931188358499,24.39134448749516,0.5481481481481482
2023-01-01,Eistland,107250.26617054672,2908.6678301337984,68.60065637108015,301.8428880327527,45.73377091405344,27.440262548432063,0.6
2023-02-01,Eistland,109253.40533658225,2126.620347503485,68.60065637108015,411.6039382264809,42.68485285311654,21.342426426558273,0.4833333333333334
2023-03-01,Eistland,101583.85195429549,2428.4632355362373,41.16039382264809,260.6824942101046,39.63593479217965,15.24459030468448,0.3666666666666667
2023-04-01,Eistland,96411.36246391606,1769.896934373868,27.440262548432063,384.16367567804883,36.58701673124275,9.146754182810687,0.25
2023-05-01,Eistland,96329.04167627076,1989.4190347613244,41.16039382264809,343.00328185540076,35.062557700774306,9.146754182810687,0.2619047619047619
2023-06-01,Eistland,96630.8845643035,1852.217722019164,68.60065637108015,356.7234131296168,33.53809867030585,9.146754182810687,0.2738095238095238
2023-07-01,Eistland,97207.13007782058,2222.661266422997,27.440262548432063,370.4435444038328,32.0136396398374,9.146754182810687,0.2857142857142857
2023-08-01,Eistland,98181.25939828991,2318.7021853425094,54.880525096864126,343.00328185540076,35.062557700774306,10.671213213279135,0.30158730158730157
2023-09-01,Eistland,98291.02044848364,1811.057328196516,27.440262548432063,343.00328185540076,38.1114757617112,12.19567224374758,0.31746031746031744
2023-10-01,Eistland,98387.06136740315,1838.4975907449482,54.880525096864126,370.4435444038328,41.16039382264809,13.720131274216032,0.3333333333333333
2023-11-01,Eistland,98469.38215504846,1646.4157529059237,68.60065637108015,356.7234131296168,35.062557700774306,12.195672243747584,0.35555555555555557
2023-12-01,Eistland,98634.02373033905,1193.6514208567946,27.440262548432063,288.12275675853664,28.96472157890051,10.671213213279136,0.37777777777777777
2024-01-01,Eistland,98112.65874191883,1303.4124710505228,27.440262548432063,288.12275675853664,22.86688545702672,9.146754182810687,0.4
2024-02-01,Eistland,96603.44430175507,1070.1702393888504,13.720131274216032,274.4026254843206,22.86688545702672,9.146754182810687,0.4
2024-03-01,Eistland,93159.69135192684,1179.9312895825785,13.720131274216032,274.4026254843206,22.86688545702672,9.146754182810687,0.4
2024-04-01,Eistland,89935.46050248608,1495.4943088895473,13.720131274216032,288.12275675853664,22.86688545702672,9.146754182810687,0.4
2024-05-01,Eistland,92240.44255655436,1317.1326023247389,27.440262548432063,274.4026254843206,21.34242642655827,10.671213213279135,0.5166666666666667
2024-06-01,Eistland,88824.12986927458,1111.3306332114985,41.16039382264809,301.8428880327527,19.817967396089823,12.19567224374758,0.6333333333333333
2024-07-01,Eistland,92802.96793879723,1358.292996147387,41.16039382264809,288.12275675853664,18.293508365621374,13.720131274216032,0.75
2024-08-01,Eistland,92844.12833261988,1275.9722085020908,13.720131274216032,260.6824942101046,NA,NA,NA
2024-09-01,Eistland,93941.73883455717,2126.620347503485,41.16039382264809,233.24223166167252,NA,NA,NA
2024-10-01,Eistland,NA,NA,NA,NA,NA,NA,NA
2022-03-01,Írland,2518.5469289564367,2529.104861966544,170.84655234536802,1358.1341099364931,77.21155049815634,72.09255267507416,0.9370150266495936
2022-04-01,Írland,4840.332379088151,2329.4639468663386,214.038096477624,1463.7134400375633,73.26565634286382,71.02609479526537,0.9694323144104804
2022-05-01,Írland,6371.232665553668,1530.900286465517,290.82306382385684,1661.4347309541126,76.25173840632843,62.067848604871536,0.8252765364552359
2022-06-01,Írland,7698.652788551669,1329.3397471816559,298.5015605584801,1837.0803437586205,79.23782046979304,53.10960241447771,0.6811207584999915
2022-07-01,Írland,8798.597445786454,1099.9446572347852,238.03339877332178,1963.7755398799045,82.22390253325764,44.15135622408387,0.5369649805447471
2022-08-01,Írland,9563.567682973298,766.8898613705004,214.038096477624,2155.737958245487,69.21311639959043,42.23173204042806,0.6542729499927943
2022-09-01,Írland,10493.625599954545,932.9373532567289,201.56053928386117,2301.629396203329,56.202330265923194,40.312107856772236,0.7715809194408416
2022-10-01,Írland,11653.07860688266,1163.2922552954274,224.59602948773102,2468.636700181385,43.19154413225596,38.39248367311641,0.8888888888888888
2022-11-01,Írland,12440.124522181546,792.804787849854,244.75208341611716,2643.3225008940653,47.777313015433755,38.072546309173774,0.8116937161880982
2022-12-01,Írland,13318.352586204082,881.1075002980217,227.47546576321474,2806.49055650481,52.363081898611554,37.75260894523114,0.7344985434873076
2023-01-01,Írland,13824.173558597391,510.6200328524483,248.59133178342879,2946.6231219116844,56.948850781789346,37.4326715812885,0.6573033707865169
2023-02-01,Írland,14410.618746704245,592.2040606578207,157.4091830597773,3000.372599054048,56.52226762986584,40.632045220714865,0.7198114425933101
2023-03-01,Írland,15018.179800831313,616.1993629535184,162.20824351891685,3053.162264104583,56.095684477942314,43.83141886014124,0.7823195144001034
2023-04-01,Írland,15373.310274807638,363.768782802778,119.9765114784888,3103.072492879634,55.6691013260188,47.03079249956761,0.8448275862068966
2023-05-01,Írland,15886.80974393557,525.0172142298669,177.5652369881634,3188.495769052318,55.98903868996144,48.84377089524255,0.8720696149100591
2023-06-01,Írland,16470.37549576694,596.0433090251323,167.9671160698843,3245.124682470165,56.308976053904075,50.65674929091748,0.8993116436132216
2023-07-01,Írland,17102.891664281535,651.7124103511511,192.92223045741,3306.5526563471512,56.628913417846704,52.46972768659243,0.9265536723163842
