Dagsetning,Land,Fjöldi verndarveitinga(bæði hæli og tímabundin vernd),Fjöldi hælisveitinga,Fjöldi umsókna um hæli
2023-01-01,Austurríki,455.20085511202257,253.93277283604684,649.1650751935358
2008-01-01,Belgía,32.85876095190471,32.85876095190471,148.82534382638724
2009-01-01,Belgía,27.062013860214936,27.062013860214936,213.14823287839388
2010-01-01,Belgía,32.380357576934486,32.380357576934486,244.42096125381173
2011-01-01,Belgía,46.133687882466454,46.133687882466454,292.6648436208882
2012-01-01,Belgía,50.0637014329053,50.0637014329053,254.7425312767219
2013-01-01,Belgía,56.293900488544864,56.293900488544864,189.98069128191537
2014-01-01,Belgía,71.99816829504759,71.99816829504759,199.2694645482808
2015-01-01,Belgía,92.1931778116294,92.1931778116294,394.44619753865567
2016-01-01,Belgía,132.52448896072775,132.52448896072775,160.37319744813885
2017-01-01,Belgía,110.51181903863613,110.51181903863613,160.46016610512217
2018-01-01,Belgía,84.61573621085908,84.61573621085908,196.82260672790292
2019-01-01,Belgía,56.65391502558723,56.65391502558723,238.7059023689804
2020-01-01,Belgía,49.38190174997657,49.38190174997657,144.50064396082774
2021-01-01,Belgía,79.05827958279038,79.05827958279038,215.6252912758864
2022-01-01,Belgía,639.287399840742,93.95209329825903,310.2614020096882
2023-01-01,Belgía,239.12533267204847,106.06502914638047,298.9492451371888
2008-01-01,Búlgaría,3.923914891217108,3.923914891217108,9.90954777612456
2009-01-01,Búlgaría,3.6158523789429364,3.6158523789429364,11.316278741506597
2010-01-01,Búlgaría,1.8863434929099085,1.8863434929099085,13.743359734057906
2011-01-01,Búlgaría,2.578218046956407,2.578218046956407,12.076916114690537
2012-01-01,Búlgaría,2.320114684633635,2.320114684633635,18.7656334786544
2013-01-01,Búlgaría,34.15454180432613,34.15454180432613,99.20089479345943
2014-01-01,Búlgaría,98.34978889217815,98.34978889217815,155.11166705280667
2015-01-01,Búlgaría,79.59099192140764,79.59099192140764,289.13081515685616
2016-01-01,Búlgaría,19.455928646606694,19.455928646606694,279.51684155624946
2017-01-01,Búlgaría,24.746266817606728,24.746266817606728,53.726408193978024
2018-01-01,Búlgaría,10.95092829835301,10.95092829835301,37.366343180191016
2019-01-01,Búlgaría,6.002241537102031,6.002241537102031,32.187020242709636
2020-01-01,Búlgaría,12.482351553253594,12.482351553253594,53.58277739933249
2021-01-01,Búlgaría,30.847579735635478,30.847579735635478,168.24560858294484
2022-01-01,Búlgaría,2332.5934934818197,59.69933747618968,294.5630101053855
2023-01-01,Búlgaría,455.51056111394587,89.72177718911055,348.88355710787243
2008-01-01,Danmörk,13.331407279788436,13.331407279788436,43.281418154929575
2009-01-01,Danmörk,14.33379340576556,14.33379340576556,68.40303941738755
2010-01-01,Danmörk,24.30105995983911,24.30105995983911,92.05494460623069
2011-01-01,Danmörk,23.648408057507172,23.648408057507172,71.30489577795889
